pair,label,split,method,seed,direction,n,active_n,harm_n,benefit_n,mrr,utility,harm,harm_active,intervention,mean_loss,mean_gain,movement
mkgw_mhyper_native,W-N,test,Center-0.5,1,head,4274,2877.0,805.0,1467.0,0.1941958694786975,0.00017059870192292684,0.18834815161441273,0.2798053527980535,0.6731399157697707,0.00624651864637815,0.006417117348301076,0.15379036031820295
mkgw_mhyper_native,W-N,test,Center-0.5,1,tail,4274,2420.0,407.0,223.0,0.5427029416268194,0.002736610608453603,0.09522695367337389,0.16818181818181818,0.5662143191389799,0.0055061828934776765,0.00824279350193128,0.08176181562938686
mkgw_mhyper_native,W-N,test,Center-0.5,2,head,4274,2698.0,794.0,1328.0,0.19325466738630012,0.0019781632729068362,0.185774450163781,0.29429206819866566,0.6312587739822181,0.003052224088406573,0.005030387361313409,0.12136172204024366
mkgw_mhyper_native,W-N,test,Center-0.5,2,tail,4274,2968.0,585.0,240.0,0.5379729536557647,0.002375849101179187,0.1368741226017782,0.1971024258760108,0.6944314459522696,0.008110184761235163,0.010486033862414349,0.10017547964436115
mkgw_mhyper_native,W-N,test,Center-0.5,3,head,4274,2870.0,854.0,1420.0,0.1932891122516992,0.0001716670567203008,0.19981282171268133,0.2975609756097561,0.6715021057557323,0.0053358437243426595,0.005507510781062961,0.15204726251754783
mkgw_mhyper_native,W-N,test,Center-0.5,3,tail,4274,2407.0,412.0,252.0,0.5390499699217302,0.005041889635937917,0.09639681796911559,0.17116742833402576,0.5631726719700515,0.005531818697122565,0.010573708333060483,0.08225315863359839
mkgw_mhyper_native,W-N,test,Linear-p,1,head,4274,2877.0,705.0,1465.0,0.1936677171581803,-0.00035755361859427984,0.16495086569957884,0.24504692387904067,0.6731399157697707,0.004115069782509683,0.0037575161639154028,0.07386523163313045
mkgw_mhyper_native,W-N,test,Linear-p,1,tail,4274,2420.0,393.0,205.0,0.5421441661385313,0.0021778351201656057,0.09195133364529715,0.16239669421487604,0.5662143191389799,0.0054174726485028074,0.007595307768668412,0.05861020121665899
mkgw_mhyper_native,W-N,test,Linear-p,2,head,4274,2698.0,715.0,1289.0,0.19304779790786553,0.0017712937944722531,0.16729059429106224,0.2650111193476649,0.6312587739822181,0.0016006074440881692,0.0033719012385604223,0.059054749649040984
mkgw_mhyper_native,W-N,test,Linear-p,2,tail,4274,2968.0,575.0,222.0,0.5378141289182734,0.002217024363687901,0.1345343940102948,0.19373315363881402,0.6944314459522696,0.007454719797067844,0.009671744160755743,0.07261347683668698
