outer_fold,config_id,hidden_width,learning_rate,negative_weight,count,mae,smooth_l1,spearman,positive_prevalence,positive_auprc,positive_auprc_lift,positive_auroc,harmful_prevalence,harmful_auprc,harmful_auprc_lift,harmful_auroc
3,w32_lr1e-3_neg2p0,32,0.001,2.0,152064,0.020122457305884713,0.017571108746667452,0.07490594136840395,0.33051872895622897,0.41831967191595876,0.08780094295972979,0.6026580599397142,0.19088015572390574,0.17338200770917142,-0.017498148014734316,0.4516504752525216
3,w32_lr1e-3_neg3p0,32,0.001,3.0,152064,0.020891769392946853,0.01772798223425972,0.04553081908260441,0.33051872895622897,0.37200300955233273,0.04148428059610376,0.5699544727637885,0.19088015572390574,0.17826216222406535,-0.012617993499840385,0.4691858465949048
3,w64_lr1e-4_neg1p0,64,0.0001,1.0,152064,0.02164157171747523,0.01791897438115057,0.03765809328604843,0.33051872895622897,0.35373257780989226,0.023213848853663288,0.5378511136807863,0.19088015572390574,0.17986052577813316,-0.011019629945772574,0.4880290126361088
3,w64_lr1e-4_neg1p5,64,0.0001,1.5,152064,0.021804322701479726,0.0179729635880095,0.03730763626043223,0.33051872895622897,0.3565002844975002,0.02598155554127124,0.5443103377856935,0.19088015572390574,0.17819426226925636,-0.012685893454649377,0.48153385048709313
3,w64_lr1e-4_neg2p0,64,0.0001,2.0,152064,0.02182822609055663,0.01798665626204454,0.046105299251369955,0.33051872895622897,0.35923089413064496,0.028712165174415993,0.5504026002041359,0.19088015572390574,0.18083964913237172,-0.01004050659153402,0.48964938152112986
3,w64_lr1e-4_neg3p0,64,0.0001,3.0,152064,0.022523746244321078,0.018245546927057613,0.024510330085857727,0.33051872895622897,0.34901858133936625,0.018499852383137283,0.5421439440022878,0.19088015572390574,0.17714063605734698,-0.013739519666558758,0.4767721072016235
3,w64_lr3e-4_neg1p0,64,0.0003,1.0,152064,0.02062798172495145,0.017642872080733063,0.06469673132916096,0.33051872895622897,0.38083240106208777,0.0503136721058588,0.5755630101297308,0.19088015572390574,0.17044840834419053,-0.020431747379715204,0.459478537797218
3,w64_lr3e-4_neg1p5,64,0.0003,1.5,152064,0.02073602665612684,0.017673273250897053,0.05008697500010504,0.33051872895622897,0.3742392435095114,0.04372051455328241,0.5622894283387146,0.19088015572390574,0.17469839091839126,-0.016181764805514476,0.4690770249074285
3,w64_lr3e-4_neg2p0,64,0.0003,2.0,152064,0.02106822901346119,0.017765277813962206,0.046202718800535156,0.33051872895622897,0.361644418680455,0.031125689724226024,0.5569536519211725,0.19088015572390574,0.17652289907537722,-0.014357256648528521,0.47577245917083705
3,w64_lr3e-4_neg3p0,64,0.0003,3.0,152064,0.02140400461814723,0.017863831287901175,0.03384166082866126,0.33051872895622897,0.355110634220729,0.024591905264500058,0.5556539476706119,0.19088015572390574,0.17815184721565275,-0.012728308508252989,0.47216992845633543
3,w64_lr1e-3_neg1p0,64,0.001,1.0,152064,0.020186727167135366,0.017551152893773216,0.08639651456242015,0.33051872895622897,0.40134229222677015,0.07082356327054118,0.5998731719806525,0.19088015572390574,0.16648765596892984,-0.0243924997549759,0.4504311726749367
3,w64_lr1e-3_neg1p5,64,0.001,1.5,152064,0.020290611811674103,0.017586411225612497,0.06526788216040587,0.33051872895622897,0.37673586146688176,0.04621713251065279,0.5714224013011402,0.19088015572390574,0.18381629711366668,-0.00706385861023906,0.4770126052730227
3,w64_lr1e-3_neg2p0,64,0.001,2.0,152064,0.020445638127187474,0.01761510428901972,0.06892641691595117,0.33051872895622897,0.39426194205724646,0.06374321310101749,0.5866292481563357,0.19088015572390574,0.1793607274652468,-0.011519428258658926,0.4669138335309642
3,w64_lr1e-3_neg3p0,64,0.001,3.0,152064,0.02087295035410778,0.017732952627769832,0.038557826639745336,0.33051872895622897,0.35875582482557977,0.028237095869350803,0.5608416709320718,0.19088015572390574,0.17962331007074375,-0.011256845653161984,0.47073281337775613
3,w128_lr1e-4_neg1p0,128,0.0001,1.0,152064,0.021155373481377717,0.017777364858223513,0.05089250199874871,0.33051872895622897,0.3626953509286924,0.032176621972463404,0.5551879786033611,0.19088015572390574,0.17451226338216563,-0.016367892341740103,0.4776485436908797
3,w128_lr1e-4_neg1p5,128,0.0001,1.5,152064,0.02144552358978697,0.017860153433265847,0.043679046632307636,0.33051872895622897,0.3621019638335419,0.031583234877312905,0.5519447741142155,0.19088015572390574,0.1751115653611376,-0.015768590362768148,0.47481802617528357
3,w128_lr1e-4_neg2p0,128,0.0001,2.0,152064,0.0215540363371676,0.01789903738524424,0.03136008249865974,0.33051872895622897,0.34453550245485676,0.014016773498627788,0.5394612994159966,0.19088015572390574,0.1789416356851017,-0.011938520038804024,0.4842984340473069
3,w128_lr1e-4_neg3p0,128,0.0001,3.0,152064,0.0217858453237464,0.01798377683918772,0.04465316531471271,0.33051872895622897,0.3605575138254654,0.030038784869236446,0.5568940762484806,0.19088015572390574,0.18070690656841149,-0.010173249155494252,0.4849881633667557
3,w128_lr3e-4_neg1p0,128,0.0003,1.0,152064,0.020736976646321074,0.01767354128231298,0.05813675857121695,0.33051872895622897,0.363500034425754,0.032981305469525046,0.5594775165485396,0.19088015572390574,0.1765917613223887,-0.014288394401517024,0.4798896457505754
3,w128_lr3e-4_neg1p5,128,0.0003,1.5,152064,0.02067412946597714,0.017646853258698133,0.06398788737622035,0.33051872895622897,0.3824560081355314,0.05193727917930241,0.5779110918418909,0.19088015572390574,0.17016075174089956,-0.020719403983006174,0.46104206171154566
